Qty;PN;Description;Reference
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A10W1P5
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A10W1P6
6;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A10W1P7
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";5A10W2P1
22;39-00-0048;"CONN, 26AWG, MALE, CRIMP TIN";5A11A1W5J1
8;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";10A1A1W1P1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";10A1A1W2P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W1P1
5;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W2P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W3P1
3;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W4P1
3;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W5P1
3;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";A4A9A1A1W6P1
